score
1241
79
1282
21
6089
1626
21
4114
253
0
102
3483
1310
1
69
102
67
94
9
255
2515
5
418
68
210
24
195
0
928
468
3855
4
112
1
1465
440
3214
2636
85
187
1354
291
71
247
3026
1409
2
15
681
38
1
2
415
10
228
33
1572
37
597
905
2931
143
339
1
13
34
0
3279
512
312
22
23
6
944
328
32
46
62
1521
3128
268
0
212
13
432
3745
13
466
10
34
0
210
26
21
1436
2636
1
0
18
1579
0
414
3369
41
86
3
2603
105
349
16
5
55
0
3
387
1
0
101
2
104
4231
243
5
1802
6
152
1
126
1255
87
0
1120
4
21
66
241
333
185
90
1260
819
134
6
3
262
104
1122
126
101
586
2671
221
40
263
2505
90
278
6
3630
134
134
10
4036
150
9
26
17
4
16
83
31
1637
5
1
2037
2530
9
3447
289
1359
367
29
258
459
0
88
0
774
5636
80
210
28
10
42
2579
101
285
54
93
6
66
3
672
4620
10
0
307
199
249
32
22
18
5
2
17
3214
2
4360
17
56
4
3017
2369
8
563
4
537
149
15
1151
74
182
783
1296
0
998
6
819
2
193
40
2
10
6
38
2158
9
2022
31
0
122
82
1480
10
24
35
2476
223
1
2871
2
46
205
91
2854
1
434
336
4030
0
246
5492
460
383
324
158
1372
99
4
27
283
1423
613
51
29
42
102
33
56
66
665
4
7
64
392
251
88
29
265
265
27
5
3
175
71
3127
34
2224
54
64
1515
24
3092
0
869
1
372
10
3290
693
150
117
152
11
1
3091
348
7
39
862
2455
751
50
3166
134
3803
33
0
3142
221
115
23
0
50
416
51
35
14
2847
220
172
4564
4
3629
5
18
22
211
1050
24
5
146
1597
200
201
865
6
4045
15
91
4721
3373
6
5175
2
70
4
2
376
52
3509
123
224
620
6
545
172
439
238
329
3455
54
12
727
18
76
2005
617
2376
2453
126
81
14
2035
78
2983
1
202
2
18
0
20
3101
12
5
2262
315
77
14
5
510
718
18
62
3908
3428
4
385
4382
220
112
0
3475
188
20
34
3
1785
25
28
2662
6
561
4172
47
460
322
3592
10
329
3816
247
186
1641
11
125
323
11
80
30
11
79
10
6
818
28
359
0
19
2451
159
118
103
420
391
4838
329
33
74
3096
145
69
88
8
67
0
4
45
3685
1603
2151
881
5
0
863
2958
26
78
26
831
245
148
1029
541
1
8
57
659
3
422
1477
292
113
0
734
11
4191
127
659
639
1626
19
153
1
406
42
245
315
338
3
18
2782
77
1440
0
155
654
2022
3567
26
1333
5
369
3237
596
2271
2932
3513
48
6
2505
38
1352
2340
0
3819
3049
1484
12
4222
1228
149
143
253
3458
116
3847
1093
80
677
76
1049
3
498
4703
3488
387
0
2997
9
4
118
8
968
152
3330
323
0
50
2475
1
207
2664
1
213
2
1595
2567
390
20
4
25
2354
2
223
24
2572
554
5
69
387
87
423
1287
2832
1699
2
1
418
725
115
9
53
1
94
4110
159
537
74
17
2016
26
20
4441
0
14
2159
2813
114
110
3274
19
262
7
2593
212
4
361
200
1
1540
78
0
3196
10
385
8
3230
35
6
11
3392
355
2654
17
1
2143
259
5
396
38
130
3008
7
3574
73
831
120
1
14
122
152
3797
3
16
491
21
579
1
3243
250
2840
282
1
63
2541
50
2676
3
1
2845
3
4
22
12
1976
5
195
377
106
414
4090
4109
112
12
29
26
169
33
2053
398
1
1168
17
1
62
18
121
66
16
2013
34
187
128
37
15
3795
15
24
1
2779
789
535
1947
461
354
149
1
3
3561
3081
1908
5
2700
127
1
5136
0
3
2358
2811
542
15
243
4
8
125
0
3681
3
14
7
115
1
2198
1174
25
77
588
24
2997
13
4
57
614
112
525
563
8
3696
66
371
2077
1884
10
395
32
738
109
68
486
8
9
89
111
0
8
158
14
3903
18
15
0
8
161
816
26
4
1103
36
21
6
577
55
54
3104
27
79
37
105
1500
59
678
919
69
2323
3819
7
14
25
236
3076
9
1282
1086
866
137
2587
0
163
221
5676
152
2593
2820
121
82
45
26
611
157
6
2304
58
55
16
735
2309
845
234
3867
414
274
3
2555
609
636
2596
2103
1
3156
43
1108
39
2312
1
256
84
17
2398
623
3
0
9
2079
341
95
3
117
2
499
3919
664
1060
281
146
3186
140
26
26
3560
156
3509
35
446
7
710
3322
584
303
18
17
3
3197
1109
88
396
7
443
6
1
284
2527
5
3054
9
3061
7
82
30
1
387
546
851
30
300
4
14
516
4554
83
62
408
528
1525
3847
11
8
173
270
72
75
2
56
9
321
291
7
3802
11
1
1425
2143
8
242
110
47
1107
107
819
30
5
13
3562
2108
6
5087
6
4
153
126
19
17
2944
563
1041
1315
28
1
1922
204
4521
1011
18
3583
0
20
29
13
4
826
328
857
3
4110
3043
3213
3072
26
1497
173
116
96
1
37
11
237
2415
1
3583
3564
3302
455
2983
3
2185
7
39
645
28
31
3188
28
3654
19
131
137
6
6
380
13
13
1363
1994
1158
558
76
57
2
1152
3117
441
2612
0
34
4633
1
458
4
185
9
687
1134
131
113
43
13
30
0
267
3445
1613
103
14
0
476
652
276
7
2
1647
2893
176
485
64
267
1979
8
457
1
369
87
2370
234
85
3863
2802
513
104
1
0
10
26
79
2
4
11
12
2118
4033
47
1715
1674
24
110
13
1108
96
263
1323
5
319
5111
251
162
3921
21
936
58
7
3721
741
3505
3
3
416
54
248
829
179
148
33
1234
9
3
151
561
13
916
1
1340
2
294
20
784
248
851
3174
643
57
894
1263
24
821
414
8
2581
887
1390
906
4
4
19
277
16
1
320
3262
2
188
250
5
99
2472
528
98
0
10
450
381
3440
143
6
22
17
385
40
5455
6
4083
0
5302
3918
4043
526
1607
76
10
299
0
114
115
421
3386
281
3130
3317
4
73
63
198
3379
0
4713
2842
3190
13
694
2027
115
647
4825
10
0
98
25
27
3
2867
274
2997
2252
220
23
2857
30
10
39
78
5
519
21
3602
245
0
24
2
11
1104
2
2
37
173
2
285
2970
2917
251
2640
1422
1066
3911
1450
2090
1
2650
5
54
63
6
292
101
28
1782
809
2
1256
1202
1
35
1
106
27
7
10
0
281
6
285
4363
3711
12
215
157
2244
813
0
1
303
0
4
273
49
2058
2
3742
19
2
18
31
1
3824
9
144
632
6
1973
102
1959
1
5
3807
8
86
1444
7
343
388
10
167
73
17
8
71
4
85
1054
33
31
3129
11
26
43
210
3277
2787
0
55
90
3161
13
0
9
2230
41
2
7
1476
22
1410
40
320
6
34
2373
1
220
70
169
24
5
16
1
3136
47
2297
14
3855
8
33
37
210
211
173
4254
2394
2157
60
219
46
19
1211
4
2009
2
52
122
142
1
45
34
2769
62
1223
836
1885
1878
17
0
2000
69
359
158
1
1
29
4
2
4
4315
623
158
26
1603
3991
2540
1148
63
118
6
18
149
3
4062
2
3
8
3146
2286
1010
187
371
182
22
295
124
2
3712
2251
3507
20
2
32
71
34
30
6
10
179
25
2749
586
99
76
79
255
1375
2
34
666
0
9
14
3282
276
10
22
81
136
1548
5
820
45
5
2854
28
2606
26
3206
3704
4800
3063
23
3
4
128
2
47
1377
1595
2715
250
1081
2087
2118
30
3233
1753
2785
7
3654
1274
1515
26
3250
262
4113
3201
107
0
1642
8
937
2105
997
52
1575
872
62
10
2893
80
2685
2302
24
678
3699
2
346
777
3070
8
33
44
32
45
14
3749
1
428
4350
326
749
41
7
35
23
299
1964
2220
1
793
22
3
3
3446
331
627
1736
16
3
520
30
3
51
3015
338
3
1154
2828
3341
8
4279
269
7
4314
2
4139
738
50
1113
84
73
1583
201
71
163
81
552
4
3930
0
1121
4
1
479
3129
585
1223
0
5
336
456
6
0
228
185
188
38
232
132
144
436
313
2
23
0
72
22
5
59
16
193
6
8
0
1744
59
1
5
1303
342
1609
227
5
10
541
3945
5750
15
493
0
76
1
35
442
132
2136
153
2914
291
1080
11
39
4125
3
0
0
426
4533
1
343
13
1741
0
3134
2214
25
8
36
77
4
700
1626
32
10
33
16
301
0
146
2
18
2556
4430
37
183
0
441
286
17
31
16
1814
3705
11
690
1
1669
342
95
2803
4
252
63
191
2246
952
3177
3199
3426
1884
54
509
33
249
188
55
139
7
9
695
2186
5
25
330
314
2385
834
364
528
2999
4
3654
5
6
1080
69
243
289
48
828
919
102
3556
14
1
2
37
3
4237
1580
599
101
769
4
145
8
2981
117
1175
15
3044
76
3745
64
4098
7
88
36
61
1759
10
119
1
10
801
486
12
80
1
2
748
0
662
33
0
2321
1
6
3121
54
188
3674
156
3317
13
1579
1456
42
33
2201
3343
210
146
8
3864
4227
5
5
145
1
302
5
60
54
3683
630
154
124
21
1138
3476
2
55
54
6
4118
4
163
1891
1
93
2775
4
6
7
0
269
3412
183
38
836
6
617
956
12
52
19
354
60
21
4670
1548
33
2805
371
204
339
30
17
154
27
1822
1
856
4
3725
3
22
186
90
4247
37
3218
2230
268
24
544
68
20
8
8
2562
340
311
14
100
15
2677
3651
172
76
159
112
313
12
4
1017
412
3227
731
0
12
10
1200
5
2228
10
395
11
57
3504
7
34
1725
1
8
104
25
301
2868
23
1889
1945
140
2
1
68
1142
169
867
112
1275
5
0
168
23
158
5
29
25
936
3328
7
23
58
8
874
5021
447
6
2108
65
1
0
3724
2
60
20
2
59
2889
0
243
1
2357
3230
31
5
53
3611
2333
2
1403
5
3408
5
34
32
1685
21
329
0
3
1709
86
3228
1088
21
28
471
49
11
2859
12
757
121
18
766
38
2981
6
74
4600
140
521
135
324
1
5
2766
1275
0
987
574
5
71
27
4133
31
1426
146
3398
10
5
1426
3659
7
3219
515
172
28
65
3632
5
14
4
80
4263
8
20
1614
150
2
23
140
9
0
2841
2695
1952
5666
2561
30
3408
17
2
28
175
123
169
36
25
1
13
968
3
714
2368
17
8
1647
50
276
21
32
2342
31
751
0
54
253
488
227
14
12
480
1913
1
629
2983
5
2316
448
1446
5
98
39
1356
0
240
1215
8
53
488
403
2
5
647
2504
2803
190
1
3027
14
1049
3
2036
0
52
1
71
87
4491
193
2793
7
41
22
1851
32
1
3727
33
85
3279
95
3669
66
1834
887
11
35
3637
4486
3638
2871
2448
3973
12
1
17
187
5
1356
2060
17
9
4058
25
16
0
32
69
927
118
2376
3665
83
1780
13
156
434
4291
14
1
5
676
243
415
287
90
2555
137
3633
2041
41
2001
12
47
96
23
277
869
66
4220
0
51
245
149
6
769
21
1
1
2
1070
128
1847
59
43
4150
5365
188
28
2
1928
730
375
3
40
44
236
172
1756
1450
25
3106
125
792
2931
10
83
15
0
27
1352
14
2008
136
141
590
3649
3147
760
0
393
221
35
44
1243
1957
314
2543
2342
53
33
25
14
1184
4
60
4
0
75
1748
3705
1696
23
880
154
36
86
528
239
6
5056
613
1
58
1
4002
0
5
1259
60
2333
7
5
38
6
1356
4
651
4161
4
87
2928
3031
3994
18
39
842
4
1
2612
918
1821
211
87
39
23
3679
715
3416
106
4320
48
41
297
1696
1897
9
2258
2
2235
0
2720
60
2281
2259
1340
311
0
6
290
8
10
3006
1670
1763
449
6
1370
306
507
3322
176
5
524
3476
118
30
596
118
2582
1
2188
156
694
3717
17
66
3
100
31
3
984
61
15
758
107
23
992
229
25
512
2622
112
0
9
2369
25
533
1353
620
71
610
3
12
66
2509
1894
33
1338
39
61
4502
126
1
310
80
44
79
103
46
518
261
11
2
83
3306
70
614
6717
556
3
670
114
2
107
193
149
142
675
1739
52
80
2663
2623
37
65
18
1139
74
141
441
50
1
7
796
151
0
0
4241
130
160
8
31
1169
4
1438
80
10
129
1
7
3071
0
1148
76
2755
3274
2440
3662
21
1020
21
4575
27
1
365
3937
2549
156
139
280
272
3
498
157
20
220
1024
366
0
159
207
3341
8
59
23
0
0
30
8
42
520
5
12
120
353
5
13
32
855
20
1414
3720
3579
337
4
5
3337
2992
74
0
0
24
255
2974
2633
9
3375
2568
3718
272
135
1903
5
122
10
6
0
85
4931
13
39
3623
102
1
4011
0
12
10
4
12
62
0
9
3562
124
2422
4
735
0
14
107
905
5
33
395
45
4
642
78
14
88
79
4169
14
1465
114
165
32
2288
1188
3
3682
2052
346
20
168
169
281
573
0
95
134
76
348
6
1
247
51
14
122
4003
24
84
212
291
4
133
12
8
201
54
650
3
118
190
2
15
153
1
1
19
109
2726
68
4081
2
400
219
956
82
28
7
1171
0
5155
4
0
2766
145
4512
3368
1
69
188
189
159
74
926
161
2326
76
3284
12
432
4949
62
531
3
189
505
58
3005
3
1024
621
2
125
442
1688
7
1528
1893
286
370
184
270
1504
1080
1855
29
1041
590
3747
231
2916
2715
16
2
3087
454
1724
403
363
10
5
425
29
14
91
27
247
41
3
4041
54
1995
181
4116
232
6
1
173
5460
20
2304
109
3370
1847
151
125
343
3720
221
2918
9
3214
395
2207
215
15
36
272
1333
156
159
21
850
234
2
634
10
2973
2071
0
2080
0
642
24
273
59
4955
1
2600
443
164
2
2
118
3432
87
0
10
724
52
2949
2
40
49
205
50
329
1248
4
4546
5501
19
1407
33
7
206
162
154
0
397
14
2046
41
2141
294
15
9
3
3
5
12
79
7
22
214
304
423
1
27
169
4
9
0
489
2135
13
257
832
52
111
1695
2
24
1539
3992
56
301
24
15
48
4
3
2130
6
15
15
480
5
16
5
142
28
3166
15
416
1640
4467
5305
237
281
70
2374
20
2232
85
31
189
5
56
1218
0
36
1745
69
13
44
66
1
12
233
904
0
1
2941
8
113
36
302
296
1123
75
147
3
139
38
0
303
11
3606
174
5
516
41
1159
111
23
20
37
18
715
30
9
7
726
10
3342
261
1376
309
8
20
3973
2164
3
1
14
56
70
3279
6
51
6
1152
39
1
23
16
2483
5
7
866
98
5097
3233
9
190
27
2398
13
5
3180
473
260
486
0
214
4
467
221
54
3
34
8
84
178
282
2702
123
316
7
28
1795
0
197
693
3948
1
2525
13
2
74
19
1432
518
2
4149
506
369
126
1538
114
46
62
3326
60
1132
41
2753
466
70
0
801
7
62
4120
75
2
242
2749
2757
34
2
3372
894
2466
0
3967
25
12
157
130
914
265
104
11
121
585
491
1
0
216
247
291
8
121
14
276
3422
2821
3329
19
93
1517
113
6
152
53
6
23
228
3212
437
3561
1980
5
2
4256
2457
27
65
247
138
1
2165
2594
1713
625
31
13
4744
9
0
2321
2
5306
2751
954
656
122
23
6
3159
69
1343
1252
680
77
1069
7
290
2
3
57
30
305
102
4130
70
26
6
4
136
1
438
109
8
3780
3085
36
13
597
406
51
16
60
37
24
165
0
73
239
3830
96
19
384
80
9
4
21
0
127
332
6289
0
2491
2
41
13
41
2859
2391
19
3702
2753
24
4424
56
262
3
36
64
25
4935
0
826
10
4004
103
61
1
171
26
2152
4910
8
2771
3240
1868
35
3575
37
519
882
30
18
70
214
174
4
4
0
85
479
5
1136
290
205
23
1028
394
152
1895
276
439
6
115
5
50
2
4
2
358
4
59
0
1730
450
1893
420
96
21
57
659
41
4
4129
409
288
1635
75
70
249
15
4
241
232
31
3
2481
237
0
606
9
189
4036
171
49
973
509
23
159
90
27
1265
16
4
6
1035
0
127
2329
218
2522
7
285
3824
212
123
210
921
19
38
2597
2787
1522
36
107
71
10
369
76
3
54
15
1175
535
23
435
237
62
5
5
31
148
1
1364
0
39
578
0
51
77
23
1488
229
21
249
3371
1280
2607
2
31
8
10
4621
224
12
237
116
18
2227
70
88
120
3624
261
92
30
3
25
18
12
54
60
1
137
143
1
2260
32
2
129
1
312
883
65
224
81
33
3
162
486
75
2948
4
254
144
2330
160
3166
111
20
1565
0
150
2
12
16
40
6
0
27
103
257
2
965
14
1
89
394
106
116
2673
5
287
2
234
0
23
188
15
178
217
1806
851
831
520
45
91
3
4
4525
1
17
244
144
0
9
4
2342
3
393
56
31
531
378
3
1
2817
4130
35
548
1
70
3173
935
2442
174
380
1866
45
3095
101
533
0
16
3669
5
11
251
1
2663
5
1
2
609
34
1
87
2119
10
42
5107
3
4
12
164
2
5
50
54
190
1
122
160
584
127
66
552
4288
161
4171
6
103
1432
4
609
46
1
8
78
1613
36
40
1
14
2
3994
12
47
1317
25
955
35
683
38
811
2288
89
34
47
532
4
302
0
276
15
3
2716
60
15
1
3588
3011
5185
0
205
34
78
1012
7
98
3422
0
178
92
257
2
873
3731
2693
22
4594
39
4102
830
8
3
298
3291
353
844
86
98
2033
3
1988
0
3635
3
3620
2
2545
281
1
2229
0
812
3498
2938
2
212
23
3221
1872
4679
4314
17
1260
117
695
157
175
49
586
213
9
2000
27
598
271
101
2770
2825
880
172
788
2423
12
5
75
2
3341
235
2
94
1
989
2
294
4446
2972
158
173
1
68
3142
37
72
182
2110
54
3090
48
2746
44
12
2414
115
516
10
16
42
11
426
1273
6
2281
2283
20
28
477
3779
113
3
179
6
3525
60
86
4919
1328
648
544
18
3612
5
3221
0
3
1
0
282
528
8
70
3776
70
13
107
31
100
1530
14
9
25
23
9
121
0
38
1656
46
820
14
23
1
1970
312
654
28
389
221
2312
27
1735
2
3
2
3816
0
171
2220
2573
2693
2
702
210
2024
147
139
277
900
3655
737
37
3
555
1
15
17
130
211
5
256
364
251
2030
3828
13
19
80
0
170
55
713
78
564
9
971
3
89
1
73
85
19
152
147
719
6
136
358
44
7
21
1389
1861
166
3890
47
35
1928
76
9
109
1859
10
662
103
302
142
4439
97
36
827
0
2
628
2988
143
2873
156
2778
12
33
43
1129
512
290
4
80
241
92
1132
3099
344
365
2347
9
1180
112
178
169
104
0
19
402
30
21
65
995
29
2
3
7
230
34
3892
88
35
0
2694
1740
399
509
603
318
2512
48
0
266
2345
30
45
130
4506
23
69
1755
10
419
1
2570
2912
119
164
35
199
1357
1586
32
15
2165
3682
7
105
3006
1387
123
1
27
188
22
2
623
53
70
2639
71
2
167
11
1859
0
674
127
13
4469
272
39
2238
5
561
444
337
82
889
391
158
708
0
403
17
84
231
2119
1
73
212
287
19
84
1334
4485
1375
372
18
1519
14
856
31
55
6
2
1261
12
3792
193
102
14
138
511
1011
1410
1498
2
0
3
9
4175
8
71
2344
8
898
129
457
103
3651
1803
10
29
194
1
2829
0
103
219
2
209
2488
13
54
75
228
2
211
0
3
7
63
525
7
107
4
360
5
1
167
1400
3975
2
15
767
1
3494
1470
119
805
29
0
3696
3364
108
2
68
2
579
16
2997
254
10
285
1740
4019
3014
190
2
7
3099
39
889
31
1234
4486
26
9
2738
0
86
1642
4
561
14
1436
56
872
96
19
3350
0
147
186
10
861
86
96
13
2657
368
42
2091
553
706
13
377
5
40
97
235
38
1
30
276
282
55
2182
257
67
12
20
3
598
1
131
226
924
77
42
6
300
2658
1
5
2542
592
3237
7
4649
1445
2235
93
40
739
769
66
194
14
53
61
3526
50
895
3273
1063
9
200
146
5
1133
313
76
5113
0
3929
1563
6
6
2240
66
0
27
85
19
339
693
2
62
0
4850
10
368
228
0
65
152
1572
3283
11
4875
167
48
76
1
126
793
1
2459
501
3124
5
1
6
1766
3
203
570
244
412
46
693
3453
267
350
4605
3813
115
1
0
1
9
3652
24
4
1130
0
755
4
221
14
2961
566
127
3
65
49
287
8
2524
2566
0
2401
34
25
202
725
1883
130
851
282
75
703
36
2181
61
133
712
240
5893
2998
2517
2341
58
3190
28
3060
9
2552
1614
650
313
915
889
1136
34
5
2217
20
364
1390
366
267
2971
9
4410
29
35
840
325
5
1660
7
1724
725
79
2168
1
2041
1
7
173
5
4
791
1
2
0
183
17
450
24
77
784
3
349
39
255
22
2
133
2
3813
2275
5
44
41
0
2
3805
9
1738
394
1
403
31
3675
181
3393
84
749
5
1715
5
56
2353
0
13
55
31
3
67
3
331
2
63
1
3423
862
3958
17
4189
289
3
52
469
3097
2759
1595
806
6238
28
4
212
14
306
2
21
3099
4
1026
2231
3213
220
109
378
8
0
25
227
614
29
5
0
0
19
4041
139
1
916
29
3
396
860
493
1
46
10
448
71
2
3815
3
379
60
4
47
1
29
9
384
1
245
5
19
77
2
2
2705
0
0
1
2749
178
27
34
272
193
453
2999
178
80
1
8
10
154
3339
1221
885
0
0
1237
151
46
327
26
14
14
1
523
9
5
76
257
2024
1
193
1591
1
22
22
88
2201
2527
1567
27
450
91
21
80
3191
11
711
213
9
38
868
3
33
12
150
1785
20
16
857
134
242
3251
6
23
9
1605
3
263
179
3554
43
22
36
3
3507
210
11
47
2904
4
81
3594
2432
93
22
74
3798
0
3
2867
53
3040
17
239
483
49
2742
173
76
2272
141
37
0
635
39
310
21
1987
5277
64
4437
3808
141
4127
1602
87
44
3965
3
266
6
0
74
45
152
3292
1658
1654
1134
84
201
16
3409
0
26
19
45
1
2992
333
106
8
3764
268
1362
176
1816
11
2910
239
4915
353
91
65
3
1252
1644
2
3594
1065
162
442
341
41
3673
29
120
156
6
3499
229
336
116
314
333
29
461
196
1853
165
149
29
67
344
1
63
4809
39
5
3646
23
626
443
2574
6
151
49
214
3001
2978
159
25
51
539
50
2531
1323
474
4
8
358
4
2825
31
3
69
22
1491
1792
474
8
30
64
176
697
1992
3006
620
298
1
5
771
2
252
2037
90
1496
764
2
19
394
1079
18
2
7
149
4439
1101
129
219
10
471
2918
1756
61
3140
100
3237
114
2683
272
3
3159
78
4188
8
56
550
8
31
33
228
331
401
13
7
2274
27
1082
28
2268
3762
17
2404
162
28
11
4573
28
460
489
61
174
536
633
3335
0
974
34
170
100
2039
143
11
211
1036
169
78
3
55
76
9
4046
204
1160
7
319
3
1744
15
3
489
2
627
1919
6
153
3539
655
591
554
224
3473
13
2
612
29
863
1
24
20
2941
249
1
629
253
10
15
2
4209
117
2671
119
16
1
0
15
1074
896
19
764
598
8
20
2
174
8
784
2917
1
2382
250
369
2562
394
0
16
247
3
2
922
62
2
2
660
5
277
11
0
900
29
2
181
0
2702
1397
67
820
4479
0
164
1570
195
4057
2694
3605
0
1963
2442
16
3322
5
65
561
2
4
1038
35
47
40
0
3134
1730
78
1619
138
149
3901
64
42
148
187
90
707
33
4
1
1441
2980
1
141
271
74
681
17
33
80
36
366
3436
1
1
64
1135
188
3
2629
3
2528
18
0
24
0
36
928
1208
122
289
198
3955
3209
2566
1212
3
1376
2501
18
5294
39
394
3
6
16
203
2196
2
1567
12
5
432
227
4
582
5
2237
4071
3024
1471
3380
35
42
85
2870
4421
11
21
1126
17
2107
168
1143
5
1284
20
52
2
27
60
36
58
2771
118
10
1
39
122
0
35
854
270
3087
3707
1912
3
665
62
4142
2
2158
100
5
1
202
2679
1245
5049
96
99
90
86
1003
862
3893
996
6
3117
149
4
26
2
593
1
12
459
31
4
93
4117
14
221
660
25
3
85
57
0
3080
39
36
1
22
3323
1733
3150
770
12
379
3611
57
10763
157
167
3841
1681
199
10
260
849
12
64
327
2065
5578
11
43
573
71
17
1270
3269
37
1043
4
13
115
23
46
660
6
0
404
2102
3449
645
12
48
241
95
59
317
1
10
1138
1704
3339
112
3513
8
36
81
0
3
4113
1034
153
110
119
4
1
84
81
86
2890
108
291
166
3
4
18
10
94
44
17
311
933
1084
3905
3688
9
13
2918
69
4
152
3724
14
54
2464
939
39
104
3844
488
69
2790
3
18
294
1009
207
36
0
31
824
111
4202
4509
29
18
631
3274
3098
1
4860
286
729
1495
32
5
3368
125
135
464
5
1
673
2419
8
1683
624
69
2
918
125
969
589
3402
470
4
68
17
0
2787
1007
2400
2109
218
9
178
3856
3039
44
134
203
1734
1159
817
2307
9
215
759
32
0
714
66
40
2
17
509
36
656
4
1
3
2164
1
32
21
356
2878
134
20
2847
15
39
250
925
21
31
42
552
163
50
1082
1930
33
3710
37
190
2405
3428
4127
150
151
224
3126
682
10
152
366
356
9
1098
1103
7
477
21
75
89
41
192
60
3869
257
3997
0
5294
71
1625
1272
0
3013
25
287
2189
856
195
901
12
2057
3643
328
86
174
5
41
67
128
678
46
1151
7
1083
12
59
4223
1688
461
15
121
61
38
1
287
28
197
3
3
54
106
2434
0
2089
3740
505
1
51
533
2340
2
6
3015
2807
14
162
1181
101
186
16
28
609
237
114
3238
3122
2692
67
2969
2515
261
2978
224
6
2649
76
2021
0
0
16
1603
72
290
499
952
1
37
426
66
111
147
39
1
1239
983
62
2
57
13
1
42
333
0
9
176
3222
1698
36
2229
31
42
608
1701
2198
116
0
63
22
5375
4
2870
2725
5
1696
26
2121
177
2071
0
311
3294
7
1836
661
23
39
1004
13
23
29
493
3447
129
396
251
260
535
23
56
15
4
2928
27
14
3087
1301
7
537
243
3842
3
20
392
3044
9
3573
141
1249
3482
1
1
9
0
1368
1
25
978
5
27
392
311
64
5
0
239
99
1784
2789
63
2
1570
1
2182
33
14
278
3
2
2821
34
31
949
2
8
113
50
0
198
197
3
7
2259
3
904
1610
3767
1982
3731
82
71
508
25
19
4119
468
43
178
2076
264
351
38
142
0
3454
88
148
544
2314
141
2562
15
2770
15
456
622
1057
20
18
12
1480
0
3418
226
8
59
196
14
3830
98
3
120
63
1
12
309
1929
1
682
190
432
49
43
402
72
3730
1137
3336
57
35
40
28
859
108
0
51
12
152
59
869
0
9
44
1
85
21
58
1558
401
878
2497
2893
84
32
3838
155
39
417
3870
409
15
18
2
4286
95
2
3
293
2970
3
3207
385
29
76
1
8
22
3032
123
93
26
1774
2
453
39
378
609
377
2936
87
153
43
1
2
1291
2
13
262
1519
181
2015
271
30
42
24
79
1586
0
7
670
1
1
13
2763
2064
3369
111
316
26
68
112
4691
300
1539
18
10
55
426
2667
259
12
37
3009
2069
2128
84
50
1109
38
3
4
2599
383
9
3577
12
17
0
19
2005
56
2
218
2906
5
72
108
1570
14
38
3933
27
22
1580
42
597
3911
122
45
2869
978
8
21
3419
246
1051
10
1265
19
19
173
135
336
58
5
3
725
675
0
181
13
1602
3
3
11
3
3955
210
7
2455
1
3409
3389
715
10
4
2005
166
5
8
310
30
640
105
2822
174
56
7
303
1515
2968
29
21
468
4
12
2326
4
356
60
819
3008
26
14
29
1909
127
8
15
2616
219
372
1460
177
5
2458
35
76
1
12
3262
1
1039
627
2
1
7
1
896
36
321
1584
152
48
59
1
84
37
4
108
146
2
2
11
3
309
4508
2385
531
101
330
15
64
3303
155
4
78
81
3006
329
39
107
1172
6
1
5
11
8
86
41
148
